name,url,kind,why
GOOD WEB DESIGN,https://good-web-design.com/,gallery,更新頻度が高くサイト種別と業種の両軸で引ける／教育・スクール・保育・幼稚園・小中高・大学 https://good-web-design.com/webdesign/school ・コーポレート https://good-web-design.com/webdesign/corporate ・LP https://good-web-design.com/webdesign/lp ・ブランド https://good-web-design.com/webdesign/brand
GOOD WEB DESIGN｜教育・スクール・保育カテゴリ,https://good-web-design.com/webdesign/school,gallery,保育園から大学までを1カテゴリに集約しており、教育業種の縦断比較が1URLで済む
cms design,https://cmsdesign.jp/,gallery,CMS構築済みサイト限定という珍しい選定基準。業種タクソノミが70種と最も細かい／カテゴリ一覧 https://cmsdesign.jp/category/ ・学校/教育機関 https://cmsdesign.jp/industry/school/ ・幼稚園/保育園 https://cmsdesign.jp/industry/kindergarten/
Brilliant Design Collect,https://brilliantdesign.work/,gallery,配色・トーン・UI手法まで多軸タグ付け。アニメーション/インタラクション系に強い／学校・教育 https://brilliantdesign.work/archives/category/industry/education ・コーポレート https://brilliantdesign.work/archives/category/type/corporate-site
sps collection,https://spscollection.com/,gallery,スマートフォンサイト専門のデザインリンク集（現代デザインの姉妹サイト）／学校・資格 https://spscollection.com/category/school/
Web Design Garden,https://webdesigngarden.com/,gallery,毎日更新。業種・サイト種別に加え「機能・要素」軸（CTA/FAQ/フォーム/沿革等）を持つ点が実務で強い／大学・専門学校・各種スクール https://webdesigngarden.com/category/industry/school/ ・幼稚園/保育園/小学校 https://webdesigngarden.com/category/industry/children/ ・コーポレート https://webdesigngarden.com/category/type/corporate/ ・ブランド https://webdesigngarden.com/category/type/brand/ ・LP https://webdesigngarden.com/category/type/lp/
Web Design Garden｜幼稚園・保育園・小学校・子供向け教育機関,https://webdesigngarden.com/category/industry/children/,gallery,子供向け教育機関だけを切り出した一覧。学童・キッズ系の直接比較対象が集まる希少なカテゴリ
Japan Web Design Gallery,https://japan.2-wg.com/,gallery,日本のサイト限定。1件ごとにデザイン上の着眼点コメントが付く／業種一覧 https://japan.2-wg.com/category/industry/ ・大学/専門学校/教育 https://japan.2-wg.com/category/industry/education/ ・コーポレート https://japan.2-wg.com/category/genre/corporate/ ・LP https://japan.2-wg.com/category/genre/landing/
umeboshi,https://www.umeboshi.in/,gallery,女性向け・女性的デザインに特化した唯一級のギャラリー。幼児・教育系の柔らかいトンマナ探しに最適／一覧 https://www.umeboshi.in/gallery/ ・学校/大学/教育/スクール/塾 https://www.umeboshi.in/study/ ・保育園/幼稚園/こども園 https://www.umeboshi.in/kindergarten/
umeboshi｜学校・大学・教育・スクール・塾,https://www.umeboshi.in/study/,gallery,「女性（＝多くの場合の意思決定者）に届く」観点で選定された教育サイト集で、他ギャラリーと選定軸が重複しない
Wow! Works,https://wowoworks.com/,gallery,用途・業種の2軸タクソノミで整理されたシンプルなギャラリー／教育・学校 https://wowoworks.com/industry/industry_education/ ・コーポレート https://wowoworks.com/types/types_corporait/ ・ブランディング https://wowoworks.com/types/types_branding/ ・LP https://wowoworks.com/types/types_lp/
matome（LeadGrid運営）,https://goleadgrid.com/matome,gallery,BtoB・サービスサイト/オウンドメディア/LPに寄せた選定でBtoB営業系の参照に向く／業種一覧 https://goleadgrid.com/matome/industry ・コーポレート https://goleadgrid.com/matome/sitetype/corporate-site ・LP https://goleadgrid.com/matome/sitetype/lp ・採用 /sitetype/recruit-site
Choicely,https://www.choicely.jp/webdesign/,gallery,業種（industry）とサイト種別（category）が完全に分離した設計で、業種×種別の掛け合わせ探索がしやすい新興ギャラリー／学校・教育 https://www.choicely.jp/webdesign/industry/education/ ・コーポレート https://www.choicely.jp/webdesign/category/corporate/ ・ブランド https://www.choicely.jp/webdesign/category/brand/ ・LP https://www.choicely.jp/webdesign/category/lp/
Choicely｜学校・教育（業界）,https://www.choicely.jp/webdesign/industry/education/,gallery,業種ページ内でさらにサイト種別・配色で絞り込めるため、「学校のLP」「学校の採用」など交差検索が可能
cocococo.info,http://cocococo.info/,gallery,サイトタイプ・業種・デザイン特徴の3軸で727件超をアーカイブ／学校・教育・研究 http://cocococo.info/archives/category/industry/academy ・コーポレート http://cocococo.info/archives/category/type/corporate ・ブランド /archives/category/type/brand-site
KASOU,https://kasoudesign.com/website,gallery,制作会社KASOU運営。下層ページ（料金表・About・一覧・FAQ）単位でも探せるのが実務的／コーポレート https://kasoudesign.com/website/format/corporate ・LP https://kasoudesign.com/website/format/lp ・採用 /website/format/recruit ・特設 /website/format/special
BRIK GALLERY,https://brik.co.jp/gallery,gallery,「国内最大規模」を掲げる大量掲載型。カテゴリはクエリパラメータ制／教育・学校 https://brik.co.jp/gallery?category_id=6 ・コーポレート https://brik.co.jp/gallery?category_id=22 ・ブランド/サービス https://brik.co.jp/gallery?category_id=25 ・LP/特集 https://brik.co.jp/gallery?category_id=61
BAKUup,https://bakuup.com/,gallery,業種（sector）とサイト種別（site-type）が分離しコーポレート561件・LP126件と母数が厚い／学校・教育 https://bakuup.com/category/sector/school/ ・コーポレート https://bakuup.com/category/site-type/type-corporate/ ・LP https://bakuup.com/category/site-type/type-landing/
Stock（pulp+style運営）,https://stock.pulpxstyle.com/,gallery,サイト目的（category）と業種（industry）の二重タクソノミ。地方・中小企業サイトの実務水準の事例が多い／教育 https://stock.pulpxstyle.com/industry/education/ ・コーポレート https://stock.pulpxstyle.com/category/corporate/ ・採用 /category/recruitment/
ウェブコレ（aifer）,https://aifer.jp/web-design-collection/,gallery,ホームページ制作の提案時に見せる前提で集められた実務寄りリンク集。掲載点数が多く1ページで俯瞰しやすい
AAA11Y（Accessible Website Gallery）,https://www.aaa11y.com/,gallery,アクセシビリティ基準を満たした上でデザインが良いサイトのみ掲載。学校・自治体など公共性の高い案件の根拠資料になる
Mag Collection,https://magcollection.net/,gallery,ブランドの特設・シーズンキャンペーンページに特化。アパレル/コスメ系の期間限定サイトの最新事例が最速で集まる
不動産デザインギャラリー（REAL ESTATE DESIGN GALLERY）,https://re-designgallery.com/,gallery,不動産・住宅業種のみに特化した業種特化型ギャラリー。業種内での定石比較ができる
WP-Search,https://wp-search.org/ja/,gallery,WordPressのテーマ・プラグイン・サーバーまで判定して表示するデザイン事例集。技術スタック調査とデザイン参照を同時にこなせる
Studio Showcase,https://showcase.studio.design/ja/all,showcase,ノーコードCMS「STUDIO」公式の制作事例集。同じツールで再現可能な範囲のデザインだけが並ぶため、実装コストの見積もりに直結する
LPアーカイブ（ランサーズ運営）,https://rdlp.jp/lp-archive/,gallery,国内最大級のLP専門アーカイブ。業種（lp_cat）・イメージ（lp_image）・配色（lp_color）で絞り込める／絞り込みは https://rdlp.jp/lp-archive/search/?lp_cat={id} 形式
LP advance,https://site-advance.info/,gallery,LP専門で業種別件数が明示され、キャッチコピー一覧まで別軸で引ける／学校・スクール・資格 https://site-advance.info/school/
ランディングページ（LP）集めました。,https://lp-web.com/,gallery,LP専門の老舗で色×業種の2軸検索。2026年も継続更新／スクール（専門学校・大学）・資格 https://lp-web.com/school/
Modulesss…,https://modulesss.com/,gallery,国内サイト限定でパーツ（図解・見出し・モジュール）単位に切り出したギャラリー。セクション設計の引き出しづくり用
UI LIBRARY,https://design-library.jp/ui/,gallery,"総数1,000件超をUIパーツごとに分類。CTA・フォーム・ナビ等の具体案を一度に比較できる"
BANNER LIBRARY,https://design-library.jp/,gallery,バナー専門ギャラリー。LP内バナーや広告クリエイティブのトンマナ検討に使える
Bannnner.com,https://bannnner.com/,gallery,選りすぐりのバナー画像のみを集めたバナー専門ギャラリー。サイズ・配色別に引ける
SAMUNE,https://thumbnail-gallery.net/,gallery,サムネイル専門ギャラリー。記事・動画のサムネや一覧UIの見せ方を集中的に比較できる
ブブンデザインアーカイブ,http://bubundesignarchive.jp/,gallery,"累計2,500件超をタイトルロゴ・グロナビ・見出し・フォーム等の「ブブン」単位でタグ付けした国内最古参のパーツ系アーカイブ"
ストックデザイン（オルトベース運営）,https://altbase.co.jp/stock/,gallery,士業サイト制作会社が運営し、士業・専門サービス寄りの堅実なデザイン事例が集まる
MOGUMOGU DESIGN MUSEUM,https://mogumogu-design.com/museum/,gallery,Webデザイン系メディア「もぐでざ」運営の部分デザイン集。掲載点数が多く更新も継続している
レトロバナー,https://retrobanner.net/,gallery,レトロ・昭和調のバナー／グラフィックに特化。和モダンやノスタルジー訴求の資料に使える
ロゴストック,https://logostock.jp/,gallery,日本語ロゴに特化した老舗ストック。学校・施設のロゴまわりのトンマナ検討に使える
Webグランプリ（日本アドバタイザーズ協会 デジタルマーケティング研究機構）,https://award.dmi.jaa.or.jp/,award,国内の事業会社Webサイトを対象とした最大級の公式アワード。300名超の審査委員による相互審査で、企業サイト・採用サイト部門の受賞一覧が毎年公開される
グッドデザイン賞 受賞ギャラリー,https://www.g-mark.org/gallery/winners,award,日本デザイン振興会の公的アワード。Webサイト／デジタルサービス部門の受賞事例を検索でき、対外的な根拠として最も通用する
株式会社ベイジ 制作実績,https://baigie.me/work/,agency,BtoB・採用サイトに強い制作会社で、事例ごとに成果指標（エントリー数・売上・流入）まで公開している数少ない実績一覧
株式会社LIG 制作実績,https://liginc.co.jp/works,agency,国内大手Web制作会社の実績一覧。大手クライアント案件が多く、予算規模の大きい制作物の水準を測る基準になる
株式会社エムハンド 制作実績,https://www.m-hand.co.jp/works/,agency,ギャラリーサイトへの掲載数が非常に多い制作会社で、国内ギャラリー掲載を狙う水準の目安として参照価値が高い
株式会社コンセント 事例紹介,https://www.concentinc.jp/works/,agency,大企業・公共案件中心のデザイン会社。情報設計やアクセシビリティ配慮まで踏み込んだ事例解説が読める
LP幹事,https://lp-kanji.com/,gallery,"掲載2,590件、業界50種以上×カラー15×イメージ15で絞り込め、掲載されるのは制作会社が実際に納品したLPのみなので「デザイン参考」と「制作会社の実績DB」を兼ねる（2026-08-04時点で稼働確認）"
SANKOU!（LPカテゴリ）,https://sankoudesign.com/category/lp/,gallery,国内の優れたWebサイトを厳選する編集型ギャラリーのLP絞り込み一覧。網羅ではなく選別掲載なので平均品質が高く、大塚製薬エクエル等のナショナルブランドLPが並ぶ（最新2026-07-21）
Web Design Garden（LPカテゴリ）,https://webdesigngarden.com/category/type/lp/,gallery,毎日更新を掲げるギャラリーのLPタイプ絞り込み一覧で、最新掲載が2026-08-04（当日）と国内で最も鮮度が高い部類
イケてるランディングページデザイン集めました（ゼロス）,https://zero-s.jp/lp-media/,gallery,9年以上運営のLP専業ギャラリーで、色・ジャンル・イメージに加え「果物野菜」「和洋菓子」など食品LPの細分類が特徴。ただしbot経由のアクセスは403で弾かれるためブラウザでの閲覧が必要
STUDIO Showcase（日本語版・ノーコードSTUDIO公式事例集）,https://showcase.studio.design/ja,showcase,STUDIO公式の投稿型ショーケース。日本の制作会社・デザイナーの高品質事例が集まり、creatorページから制作者を逆引きできる。カテゴリはcorporate-service／event／blog-media／portfolio／shop-productの5つ（sitemapで実測、LP専用カテゴリは無し・JSレンダリングのため閲覧はブラウザ推奨）
Wix 制作サイト事例ギャラリー（日本語）,https://ja.wix.com/explore/websites,showcase,Wix公式の日本語ショーケース一覧で、日本のクリエイター・企業サイトが並び、「ポートフォリオ／ECサイト／コーポレートサイト」でフィルタ可能（HTTP 200・事例名まで確認済み）
Shopify Plus 導入事例一覧（日本語）,https://www.shopify.com/jp/plus/customers,showcase,公式の顧客事例一覧で全574件、SOÉJU・Brain Sleep・ワコール・サントリー・Francfranc・日清食品など日本の中〜大手ブランドが業種タグ付きで並ぶ（縦長LPではなくEC寄りだが、予算のある発注主のデザイン水準を測る用途に有効）
Shopify 日本公式ブログ「事例」タグ一覧,https://www.shopify.com/jp/blog/topics/%E4%BA%8B%E4%BE%8B,showcase,Shopify Japan公式の事例記事一覧（1ページ約20件・複数ページ、最新2026-07-26「Shopifyを使ったサイト27選」）で、上記Plus事例に載らない中小規模の国内ストア事例を補完できる
ロフトワーク（Loftwork）,https://www.loftwork.com/jp/project,agency,富士通・三井不動産・パナソニック・NTTコムウェアなど大企業の共創/ブランディングプロジェクトが中心。グッドデザイン賞受賞多数の老舗クリエイティブエージェンシー
FOURDIGIT（フォーデジット）,https://www.4digit.com/works,agency,イオンフィナンシャル・NTTデータなどエンタープライズのデザイン案件が主軸。グッドデザイン賞受賞歴があり東京/バンコク/HCM/KLの多拠点体制で単価が高い
SHIFTBRAIN（シフトブレイン）,https://www.shiftbrain.com/,agency,Awwwards SOTD 18回・Honorable Mention 41回。93件の実績グリッドがトップページ自体を兼ねる構成（ナビの Work が / を指す）。カンヌライオンズ関連案件も担当するエンタープライズ級
mount inc.（マウント）,https://mount.jp/projects/,agency,Awwwards SOTD＋FWA＋CSSDA受賞（Yamauchi No.10）。TOYOTA・UNIQLO・SHISEIDO・POLA・大丸松坂屋など137件。案件を選ぶプレミアム層
Garden Eight（ガーデンエイト）,https://garden-eight.com/cases,agency,Awwwards Site of the Month（2021/10）ほかSOTD多数、FWA受賞。東京/コペンハーゲン。ミニマル×モーション表現で国際的に高評価
monopo（モノポ）,https://monopo.co.jp/work,agency,Awwwards SOTD受賞。資生堂・シュウウエムラ・UNIQLO・Gap・Bose・agnès b. などグローバルブランド94件。東京/London/NY/Paris展開
baqemono.inc（バケモノ）,https://baqemono.jp/creation/,agency,Awwwards SOTD＋Developer Award複数回（NEWFOLK／MOHEIM）、German Design Award 2026 GOLD（WORK with ART）。少数精鋭のインタラクション特化アトリエ
Rhizomatiks（ライゾマティクス）,https://rhizomatiks.com/work/,agency,カンヌライオンズ／アルスエレクトロニカ等の国際受賞常連。Perfume・EXPO2025 NTTパビリオンなど、国内最高価格帯のR&D型クリエイティブ
WOW inc.（ワウ）,https://www.w0w.co.jp/works,agency,映像＋空間のビジュアルデザインスタジオ。CITIZEN・Panasonic EXPO2025パビリオン・ISUZU Japan Mobility Show など自動車/高級ブランド案件中心で単価が高い
Dentsu Lab Tokyo（電通ラボ東京）,https://www.dentsulab.tokyo/works/,agency,カンヌライオンズ受賞（Project Humanity 2024）。AI/ロボティクス/インクルーシブデザインのプロトタイプ71件。電通のイノベーションラボで最上位価格帯
PARTY（パーティー）,https://prty.jp/projects,agency,カンヌ／One Show／D&AD受賞常連のクリエイティブラボ。KAGOME・DENSO・森ビル・KDDI×LAWSONなど大手のブランド体験設計
tha ltd.（中村勇吾）,https://tha.jp/works,agency,カンヌライオンズ／東京TDC／毎日デザイン賞。UNIQLO LOGO PLAY・The Tokyo Toilet・デザインあ展・Espace Louis Vuitton など国内最高峰のアトリエ
1→10（ワントゥーテン）,https://www.1-10.com/works/,agency,TOYOTA・UNIQLO・KDDI・JR西日本・Sanrio・ASICS などの体験型/XR案件。国内外アワード受賞多数、体験設計案件は数千万円規模
AID-DCC Inc.,https://aid-dcc.com/works/,agency,創業以来250以上の受賞歴（Awwwards Honorable Mention等）。大阪経済大学・南海・TOHO animation・グッドスマイルなど体験型/AR案件に強い
JUNNI（ジュニ）,https://junni.co.jp/works,agency,Awwwards SOTD＋Developer Award（2022）。ONE PIECE・ポケモンカードゲーム・&honey などエンタメ/ブランド案件のハイエンド表現
Utsubo（ウツボ）,https://works.utsubo.com/,agency,Awwwards SOTD 18回・Site of the Month・FWA of the Month（2026/05）。WebGL/WebGPU特化で公称予算帯 ¥3M〜¥20M+ の高単価スタジオ
STUDIO DETAILS（スタジオディテイルズ）,https://www.details.co.jp/projects/,agency,創業以来80以上の広告賞、Awwwards SOTD（2024）。VERMICULAR・RINNAI・ROHTO等のブランディング。Goodpatch 100%子会社のブランドファーム
Goodpatch（グッドパッチ）,https://goodpatch.com/work,agency,東証グロース上場のデザイン会社。イトーヨーカ堂・スズキ・コクヨ等。グッドデザイン賞受賞歴があり、UI/UX＋事業戦略まで含む高単価コンサル型
日本デザインセンター（NDC）,https://www.ndc.co.jp/works/,agency,原研哉率いる国内最高権威のデザイン機関。大阪・関西万博 日本館、瀬戸内国際芸術祭2025、HERMÈS麻布台ヒルズ、ISSEY MIYAKE、NHKロゴなど
good design company（水野学）,https://gooddesigncompany.com/works/,agency,相鉄グループ・パナソニック・中川政七商店・JR東日本・HOTEL THE MITSUI。CI/VIから空間まで数千万円規模のブランディング案件が中心
EIGHT BRANDING DESIGN（西澤明洋）,https://8brandingdesign.com/works/,agency,「フォーカスRPCD」で知られるブランディング特化ファーム。グッドデザイン賞・海外パッケージ賞の受賞多数、食品/プロダクトのブランド構築で高単価
DRAFT（ドラフト／宮田識）,https://www.draft.jp/works-2,agency,KIRIN・MOS BURGER・LACOSTE・Panasonic・日産など日本の広告デザイン史に残る仕事。D-BROS運営。国内アートディレクション最上位
GRAPH（グラフ／北川一成）,https://www.moshi-moshi.jp/works,agency,印刷×ブランディングの独自ポジション。はくばく・PARCO・KyotoweL等。国内外のグラフィック賞受賞常連（ADC/JAGDA等）
GRAPHITICA（グラフィティカ）,https://graphitica.com/work/,agency,NTT DATA・DANONE JAPAN・MARY QUANT・NCT DREAM・ホテル/商業施設のアート。ブランドアイデンティティ〜空間〜Webまで一気通貫の高付加価値
nendo（佐藤オオキ）,https://www.nendo.jp/en/works/,agency,世界的デザインオフィス。EXPO2025日本館、SNCF TGV、Louis Poulsen、ポケモン等。Wallpaper*/Elle Deco等の国際賞受賞多数で最高価格帯
"CINRA, Inc.（シンラ）",https://www.cinra.co.jp/work,agency,カルチャーメディア運営を母体としたブランディング/Web制作。文化施設・大手企業のブランドサイトを手がけ、編集力込みの高単価型
QUOITWORKS（クオートワークス）,https://quoitworks.com/casestudy,agency,Webデザインギャラリー MUUUUU.ORG 運営元。デザイン品質で国内トップ評価、インフォバーン・物語コーポレーション等のブランディング案件
TAM（タム）,https://www.tam-tam.co.jp/work/,agency,1992年創業・大阪/東京＋シンガポール/台北/ロンドン/アムステルダム/SF。サントリー・ファミリーマート・京王電鉄などのDX/ブランド案件
SEVEN DEX（セブンデックス）,https://sevendex.com/work/,agency,東邦ガス・大和ハウス・清水建設・MIXI・三井不動産のブランド戦略/デザイン経営支援。グッドデザイン賞受賞、コンサル型で単価が高い
INFOBAHN（インフォバーン）,https://www.infobahn.co.jp/works,agency,NEC・JR東日本・三菱電機・パナソニックコネクトなど大企業のオウンドメディア/ブランド支援。コンテンツ戦略＋デザインの老舗高単価ファーム
FICC（エフアイシーシー）,https://www.ficc.jp/case/,agency,富士急行100周年・ゴディバジャパン・明治・ライオンペット・Colemanなどブランド戦略の上流から支援。20年以上の実績を持つブランドマーケ専業
パドルデザインカンパニー（Paddle Design Company）,https://www.paddledesign.co.jp/works/,agency,住友倉庫・日進医療器 NACTUS等、CI/VI＋Web＋映像を束ねた中堅企業ブランディング。グッドデザイン賞受賞歴があり10ページ分の実績を公開
Gaji-Labo（ガジラボ）,https://www.gaji.jp/case-studies,agency,フロントエンド＋UIデザインでプロダクトチームに常時参画する準委任型。スタートアップ/SaaSの技術難度が高い領域に特化し月額単価が高い
EIGHT BRANDING DESIGN（エイトブランディングデザイン／西澤明洋）,https://www.8brandingdesign.com/works/,agency,Good Design金賞・Red Dot Best of the Bestなど国内外100超受賞、グラフィック出自でブランド開発〜Webまで通す「フォーカスRPCD」型の高単価コンサル
NOSIGNER（ノザイナー／太刀川英輔）,https://nosigner.com/projects/,agency,150件超の受賞プロジェクトを公開。プロダクト／建築／ソーシャルデザインまで越境し、Webも含むブランド設計を戦略から受託
nendo,https://www.nendo.jp/jp/works/,agency,branding／graphic／product／space／installationでフィルタ可能な大規模アーカイブ。Range Rover、Pokémon、Disney+等グローバル案件
Takram（タクラム）,https://www.takram.com/projects,agency,デザインイノベーションファーム。R&D〜ブランドコミュニケーション〜デジタルプロダクトを横断し、上流コンサル単価でWebを含む
GROOVISIONS（グルーヴィジョンズ）,https://www.groovisions.com/works/,agency,200件超をidentity/interactive/package/product等でタグ分類。MUJI、THE NORTH FACE、RIMOWA、Herman Millerなど
6D（木住野彰悟）,https://www.6d-k.com/work/,agency,廣村デザイン事務所出身のグラフィック／サイン設計。EXPO2025大阪ヘルスケアパビリオン、小田急線サイン計画など公共・大型案件60件超
SPREAD（スプレッド）,https://spread-web.jp/design/,agency,21_21 DESIGN SIGHT、国立新美術館10周年など文化施設のVI/展示グラフィック。Celvoke等コスメブランディングも高単価
CEMENT PRODUCE DESIGN（セメントプロデュースデザイン）,https://cementdesign.com/works/,agency,8ページ分の実績。地域ブランド・自治体案件（墨田区、長野SESSION等）でロゴ〜パッケージ〜Webまで一括受託
SUN-AD（サン・アド）,https://sun-ad.co.jp/works/,agency,CI／グラフィック／映像／Web／空間を横断。サントリー、とらや、東京メトロ、虎ノ門ヒルズ等。交通広告グランプリ2026受賞
たき工房（TAKI Corporation）,https://www.taki.co.jp/works/,agency,ブランディング／CI・VI／UX／パッケージ／Web／映像を業種・ソリューション別に検索できる大規模実績DB。花王、サンリオ、JR東日本など
Grand Deluxe（グランドデラックス／松山）,https://grand-deluxe.com/works/,agency,ロゴ／パッケージ／ブランディング特化で全31ページの実績。地方発ながら国内アワード常連、Webも同一トーンで受託
アカオニ（akaoni／山形）,https://www.akaoni.org/works/,agency,地域ブランディングの代表格。グラフィック出自で商品開発〜Webまで通し、東北の高単価ブランド案件を継続受注
BULLET Inc.（河西達也）,https://www.bullet-inc.jp/works/,agency,アートディレクション主導のグラフィック／ブランディング事務所。国内アワード受賞歴が厚く、Webもディレクション込みで受託
MEFILAS（メフィラス／京都・東京）,https://mefilas.com/works/,agency,WEB／GRAPHIC／LOGO／BRANDING／INSTALLATIONを横断し全15ページ。シャープAQUOS、BMSG、モスフード、FELISSIMO等ナショナル案件
STUDIO DETAILS（スタジオディテールズ／名古屋・東京・大阪）,https://details.co.jp/projects/,agency,Awwwards SOTD（2024）・CSS Design Awards。組織／採用／コーポレート／商品の4ブランディング軸で事例を整理する高単価ブランディング型
STARRYWORKS（スターリーワークス／大阪）,https://www.starryworks.co.jp/works/,agency,俵屋旅館、御蔵島ポータル、JR西日本TRAILBLAZERのCI＋Webなど。Webとインスタレーションを両輪で回すアワード常連
AID-DCC Inc.（大阪・東京）,https://www.aid-dcc.com/works/,agency,2000年以降250以上の国内外アワード受賞、Awwwards Honorable Mention・FWA実績。インタラクティブ表現の老舗中堅
BIRDMAN（バードマン）,https://birdman.tokyo/works/,agency,Cannes Lions／Awwwards／FWA受賞の常連。クリエイティブ主導でブランド体験〜Webまで受託する高単価スタジオ
Dentsu Lab Tokyo,https://dentsulab.tokyo/works/,agency,71プロジェクト公開。Cannes Lions／ADFEST／Clio／The One Show受賞。Branding〜Experimentalまでの実験的高単価案件
