name,url,source,industry
玉川釉薬,https://tamagaway.jp/,ちょうどいいWebデザインギャラリー,製造
株式会社寺田ニット,https://terada-knit.co.jp/,ちょうどいいWebデザインギャラリー,製造
MOHEIM,https://moheim.com/jp/,ちょうどいいWebデザインギャラリー,EC
巴里夕顔,https://paris-yugao.jp/,ちょうどいいWebデザインギャラリー,飲食
STORE PALETTE,https://store-palette.com/,ちょうどいいWebデザインギャラリー,EC
医療技術評価（HTA）教育プログラム,https://hta-program.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
文化服装学院 FPコース 2025年度卒業制作,https://bunkafp-2025.studio.site/,GOOD WEB DESIGN（教育・スクール・保育）,教育
明星幼稚園,https://www.meisei.ac.jp/kg/,GOOD WEB DESIGN（教育・スクール・保育）,教育
日本経済大学 福岡キャンパス,https://mycampus.jue.ac.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
品川女子学院 CHANGE AGENT,https://change-agent.shinagawajoshigakuin.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
目白大学 MEJINAVI2026,https://www.mejiro.ac.jp/univ/mejinavi2026/,GOOD WEB DESIGN（教育・スクール・保育）,教育
名古屋デザイン＆テクノロジー専門学校,https://www.nca.ac.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
ほづみの森こども園,https://hozuminomori.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
京都大学 大学院文学研究科 buncomo,https://buncomo.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
札幌調理製菓専門学校,https://keisen-chouri.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
神戸学院大学 2026新キャンパス,https://www.kobegakuin.ac.jp/2026newcampus/,GOOD WEB DESIGN（教育・スクール・保育）,教育
TID 東京情報デザイン専門職大学,https://www.tid.ac.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
厚沢部町認定こども園はぜる,https://hazeruassabu.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
神戸電子専門学校,https://www.kobedenshi.ac.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
女子美術大学 CP領域,https://joshibi-cp.net/,GOOD WEB DESIGN（教育・スクール・保育）,教育
カワスイ アクア&アニマルスクール,https://school.kawa-sui.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
桑沢デザイン研究所 卒展アーカイブ,https://www.sotsuten-archive.kds.ac.jp/students/,GOOD WEB DESIGN（教育・スクール・保育）,教育
株式会社Gotoschool,https://gotoschool.co.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
多摩美術大学 彫刻学科,https://sculpture.tamabi.ac.jp/home,GOOD WEB DESIGN（教育・スクール・保育）,教育
エスモード東京校,https://esmodtokyo.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
えんとつ町のプペル保育園,https://poupelle-kids.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
Kyoto Creative Assemblage,https://assemblage.kyoto/,GOOD WEB DESIGN（教育・スクール・保育）,教育
うつほの杜学園,https://utsuho-academy.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
なとり認定こども園,https://www.natori.ed.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
トミーそろばん教室,https://tomisoro.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
青英学園,https://seieigakuen.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
小野幼稚園,https://onoyou.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
多摩美術大学 統合デザイン学科,https://integrated.jp/,GOOD WEB DESIGN（教育・スクール・保育）,教育
そらのまちほいくえん,https://solanomachi.com/,GOOD WEB DESIGN（教育・スクール・保育）,教育
スクラ（schoola）,https://biz.schoola.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
biima sports,https://biima.co.jp/sports/,umeboshi（学校・大学・教育・スクール・塾）,教育
リックグロー,https://licgrow.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
ICORE,https://icore-inc.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
大阪工業大学 わからないをつくる,https://www.oit.ac.jp/japanese/juken/wakaranai/,umeboshi（学校・大学・教育・スクール・塾）,教育
きかせてジャーニー,https://kikasete-journey.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
ABI-STA オンライン講座,https://www.abi-sta.com/online_lesson/,umeboshi（学校・大学・教育・スクール・塾）,教育
東京大学 CREATE THE FUTURE,https://park.itc.u-tokyo.ac.jp/createthefuture/,umeboshi（学校・大学・教育・スクール・塾）,教育
女子美術大学 環境デザイン専攻,http://kankyo.joshibi.net/,umeboshi（学校・大学・教育・スクール・塾）,教育
スタディサプリ ブランドサイト,https://brand.studysapuri.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
SHE株式会社,https://she-inc.co.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
茨城キリスト教大学,https://www.icc.ac.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
カワイ音楽教室,https://music.kawai.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
梅花女子大学,https://garden.baika.ac.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
能開センター 小学生英語,https://nokai.jp/elementary-english/,umeboshi（学校・大学・教育・スクール・塾）,教育
倉敷芸術科学大学,https://arts.kusa.ac.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
ミス・パリ ビューティ専門学校 大宮校,http://www.miss-paris-omiya.ac.jp/,umeboshi（学校・大学・教育・スクール・塾）,教育
ハクビ京都きもの学院,http://www.hakubi.net/,umeboshi（学校・大学・教育・スクール・塾）,教育
アストモスグループ物流会社 採用サイト,https://astomosgroup-logistics-recruit.jp/,BAKUup,採用
さいとうクリニック,https://saito-c.com/,BAKUup,医療
京都精華大学 人文学部 特設サイト,https://new-humanities.kyoto-seika.ac.jp/,BAKUup,教育
株式会社ASAHI（旭油脂）,https://www.asahiyushi.com/,BAKUup,製造
JR東日本 新卒採用サイト,https://recruit.jreast.co.jp/,BAKUup,採用
movel Inc.,https://www.movel.jp/,BAKUup,BtoB
丸亀製麺 もちもちきもち研究所,https://jp.marugame.com/mochi-mochi-lab/,BAKUup,飲食
北斗株式会社,https://www.hkt.co.jp/,BAKUup,製造
株式会社HBA 採用サイト,https://www.hba.co.jp/recruit/,BAKUup,採用
Hakuhodo DY ONE 採用サイト,https://recruit.hakuhodody-one.co.jp/,BAKUup,採用
アスザックグループ 高校生採用サイト,https://recruit.asuzacgroup.jp/highschool/,BAKUup,採用
UMAJOB（JRA）,https://jra-fun.jp/umajob/,BAKUup,採用
U.S Inc.,https://usinc.jp/,BAKUup,BtoB
大和化成工業株式会社,https://daiwakasei.net/,BAKUup,製造
Hoegaarden Japan,https://hoegaarden.jp/,BAKUup,飲食
赤箱のススメ（牛乳石鹸）,https://cow-aka.jp/,BAKUup,ブランド
僕と私と株式会社,https://boku-to-watashi-and.com/,BAKUup,BtoB
株式会社KKDAY JAPAN,https://www.kkday.com/ja/corp/,BAKUup,観光
ゲーム工房カコムタク,https://kakomutaku.studio.site/,BAKUup,エンタメ
シナノテック株式会社,https://shinanotech.co.jp/,BAKUup,BtoB
ソルー株式会社,https://solu.co.jp/,BAKUup,BtoB
大竹高等専修学校,https://www.ohtake.ac.jp/,BAKUup,教育
のんある酒場 レモンサワー（サウナイキタイ特設）,https://sauna-ikitai.com/special/mikaku/,BAKUup,飲食
社会福祉法人とみのはら福祉会 たんぽぽグループ,https://www.tanpopoen.net/,SANKOU!（保育園・幼稚園・こども園）,教育
さくらさくみらい 中途採用サイト,https://sakura-39-recruit.jp/career/,SANKOU!（保育園・幼稚園・こども園）,採用
もりながこども園,https://morinagakodomo.com/,SANKOU!（保育園・幼稚園・こども園）,教育
Pikkas International Preschool,https://pikkasinternational.com/,SANKOU!（保育園・幼稚園・こども園）,教育
みこと保育園,https://mikotohoikuen.net/,SANKOU!（保育園・幼稚園・こども園）,教育
嘉瀬こどもの森,https://seigaku.jp/kase/,SANKOU!（保育園・幼稚園・こども園）,教育
ふくたこども園,https://fukutakodomo.com/,SANKOU!（保育園・幼稚園・こども園）,教育
しもごおり山の手保育園,https://oita-yamanote.com/,SANKOU!（保育園・幼稚園・こども園）,教育
やまのみ保育園,https://yamanomi-hoiku.com/,SANKOU!（保育園・幼稚園・こども園）,教育
八ヶ岳風の子保育園,https://kazenoko8.com/,SANKOU!（保育園・幼稚園・こども園）,教育
うおみこども園,https://uomi.jp/,SANKOU!（保育園・幼稚園・こども園）,教育
大森さくら保育園,https://omori-sakura.iwamiginzan.jp/,SANKOU!（保育園・幼稚園・こども園）,教育
奈良佐保短期大学付属倉敷幼稚園,https://kurashiki.narasaho-c.ac.jp/,SANKOU!（保育園・幼稚園・こども園）,教育
日経電子版 for Education,https://www.nikkei.com/promotion/education/,MUUUUU.ORG 学校・大学・教育,教育
豊田自動織機技能専修学園,https://gakuen.toyota-shokki.co.jp/,MUUUUU.ORG 学校・大学・教育,教育
東京都私学財団,https://www.shigaku-tokyo.or.jp/,MUUUUU.ORG 学校・大学・教育,教育
中央大学 スポーツ情報学部（2027年開設予定）,https://sdb.chuo-u.ac.jp/,MUUUUU.ORG 学校・大学・教育,教育
茗溪学園中学校高等学校,https://meikei.ac.jp/,MUUUUU.ORG 学校・大学・教育,教育
日暮里ゼミナール,https://nippori.lamm.tokyo/,MUUUUU.ORG 学校・大学・教育,教育
College 8（教育プロデュースカンパニー）,https://college8.jp/,MUUUUU.ORG 学校・大学・教育,教育
京都産業大学60周年記念サイト,https://60th-kyoto-su.com/,MUUUUU.ORG 学校・大学・教育,教育
デジタルハリウッド大学,https://www.dhw.ac.jp/,MUUUUU.ORG 学校・大学・教育,教育
宇都宮メディア・アーツ専門学校,https://media-arts.ac.jp/,MUUUUU.ORG 学校・大学・教育,教育
MEJINAVI2025（目白大学）,https://www2.mejiro.ac.jp/univ/mejinavi2025/,MUUUUU.ORG 学校・大学・教育,教育
暁学園,https://www.akatsuki-gakuen.com/,MUUUUU.ORG 学校・大学・教育,教育
株式会社スマイルバトン,https://smilebaton.co.jp/,MUUUUU.ORG 学校・大学・教育,教育
株式会社UZUZホールディングス,https://uzuz-holdings.jp/,MUUUUU.ORG 学校・大学・教育,採用
京進グループ,https://group.kyoshin.co.jp/,MUUUUU.ORG 学校・大学・教育,教育
国士舘大学,https://www.kokushikan.ac.jp/,MUUUUU.ORG 学校・大学・教育,教育
京都大学 大学院文学研究科・文学部,https://www.bun.kyoto-u.ac.jp/,MUUUUU.ORG 学校・大学・教育,教育
株式会社日能研関西 採用サイト,https://recruit-nichinoken-kansai.jp/,MUUUUU.ORG 学校・大学・教育,採用
四條畷学園 創立100周年記念サイト,https://next100.shijonawate-gakuen.ac.jp/,MUUUUU.ORG 学校・大学・教育,教育
株式会社スピークバディ,https://www.speakbuddy.com/,MUUUUU.ORG 学校・大学・教育,教育
考動アカデミー,https://kodo-academy.nissili.co.jp/,Web Design Clip 学校・教育,教育
武蔵野美術大学インタビュー,https://mauinterview.musabi.ac.jp/,Web Design Clip 学校・教育,教育
HONKA RE:FRAME!（デジタルハリウッド）,https://school.dhw.co.jp/p/honka_reframe/,Web Design Clip 学校・教育,教育
八文字学園 70周年特設サイト,https://www.mito.ac.jp/70th-anniversary/,Web Design Clip 学校・教育,教育
湘南工科大学 オープンキャンパス2026,https://www.shonan-it.ac.jp/oc/2026/,Web Design Clip 学校・教育,教育
宮川えりか研究室,https://miyakawa-lab.com/,Web Design Clip 学校・教育,教育
多摩美術大学 情報デザインコース卒業研究制作展,https://www.idd.tamabi.ac.jp/design/exhibit/gw26/,Web Design Clip 学校・教育,教育
横浜fカレッジ ファッションクリエイター科,https://yfc.iwasaki.ac.jp/fc/,Web Design Clip 学校・教育,教育
武蔵野美術大学 市ヶ谷キャンパス,https://ichigaya.musabi.ac.jp/,Web Design Clip 学校・教育,教育
手紙舎の学校,https://www.tegamishaschool.com/,Web Design Clip 学校・教育,教育
ウズウズカレッジ,https://uzuz-college.jp/,Web Design Clip 学校・教育,教育
梅花女子大学 舞台芸術表現学科,https://www.baika.ac.jp/performing-arts/,Web Design Clip 学校・教育,教育
近畿大学 創立100周年記念サイト,https://100th.kindai.ac.jp/,Web Design Clip 学校・教育,教育
東京通信大学,https://www.internet.ac.jp/,Web Design Clip 学校・教育,教育
九州医学技術専門学校,https://kyuigi.ac.jp/,Web Design Clip 学校・教育,教育
甲南女子大学 シーソー,https://seesaw.konan-wu.ac.jp/,Web Design Clip 学校・教育,教育
京都産業大学附属中学校・高等学校,https://jsh.kyoto-su.ac.jp/,Web Design Clip 学校・教育,教育
東海国立大学機構 Common Nexus（ComoNe）,https://comone.thers.ac.jp/,Web Design Clip 学校・教育,教育
神戸電鉄,https://www.shintetsu.co.jp/,イケサイ,コーポレート
農業法人サラダボウル リクルートサイト,https://www.salad-bowl.jp/recruit/,イケサイ,採用
ツクリオ（Tsuklio）,https://www.tsuklio.com/,イケサイ,ブランド
ラヴィピュール,https://www.la-viepure.com/,イケサイ,ブランド
ある日、森のなか。（信濃町移住）,https://shinanomachi-iju.jp/,イケサイ,自治体
東京KAWAII夏遊2026,https://asobisystem.com/natsuasobi/,イケサイ,イベント
浅川町ポータル（まるごと・ぜんぶ参加してたのしむ旅）,https://portal.town.asakawa.fukushima.jp/,イケサイ,自治体
SHOGUN PIZZA,https://shogunpizza.com/,イケサイ,飲食
とうきゅうこどもっと,https://www.tokyu.co.jp/special/kodomotto/,イケサイ,教育
おでかけ国立美術館,https://odekake.artmuseums.go.jp/,イケサイ,文化
クリニック杜の里,https://c-morinosato.com/,イケサイ,医療
令和8年度 警視庁採用サイト,https://www.keishicho.metro.tokyo.lg.jp/saiyo/,イケサイ,採用
シーベジスタンド,https://seavege-stand.com/,イケサイ,飲食
mount inc.,https://mount.jp/,イケサイ,コーポレート
なはまぐろ,https://nahamaguro.com/,イケサイ,飲食
yuppa（ゆっぱ）,https://yuppa.co.jp/,イケサイ,コーポレート
neie,https://neie.jp/,イケサイ,不動産
白骨温泉,https://www.shirahone.org/,イケサイ,観光
上島珈琲店,https://www.ueshima-coffee-ten.jp/,イケサイ,飲食
MAU2029 武蔵野美術大学100周年ウェブマガジン,https://2029mag.musabi.ac.jp/,イケサイ,教育
すずきレディースクリニック,https://suzuki-ladies-clinic.jp/,イケサイ,医療
あまの皮ふ科,https://amano-clinic.jp/,イケサイ,医療
明石市立二見図書館 ふたみん,https://futami-akashi-lib.jp/,イケサイ,公共
和食 旬彩処 鈴のれん,https://suzunoren.kisoji.co.jp/,イケサイ,飲食
ハマニシゴルフクラブ,https://www.hamanishi-golfclub.co.jp/,cms design,レジャー
For Next株式会社,https://fornext.inc/,cms design,コーポレート
霞奏ウェディングフィルム,https://weddingfilm.me/,cms design,ブライダル
株式会社桐山組,https://kirigumi.co.jp/,cms design,建設
VIVACE GROUP,https://www.vivace-love.com/,cms design,コーポレート
Studio Kentaro Nakamura,https://nakamurakentaro.com/,cms design,ブランド
株式会社ビー・トライブ,https://bee-tribe.jp/,cms design,コーポレート
Univelホールディングス株式会社,https://www.univelhd.co.jp/,cms design,コーポレート
北海道イエロースターズ,https://hy-stars.jp/,cms design,スポーツ
ぬくもり在宅クリニック,https://nukumori-clinic.jp/,cms design,医療
ユニゾンキャリア,https://unison-career.jp/shukatsu-media/,cms design,採用
マルハン 新卒採用サイト,https://www.maruhan.co.jp/recruit/east-japan/newgraduate/,cms design,採用
元麻布スピカ,https://www.spica-inc.jp/,cms design,コーポレート
株式会社アイ・エフ・ティ,https://www.ift-kk.co.jp/,cms design,BtoB
Unite Partners株式会社,https://unite-partners.co.jp/,cms design,BtoB
NELU,https://restaurant.nelu.osaka/,cms design,飲食
株式会社リビタ,https://www.rebita.co.jp/,cms design,不動産
イデア総研税理士法人,https://www.ideasoken.or.jp/,cms design,士業
Renxa株式会社,https://renxa.co.jp/,Wow! Works,コーポレート
JINS MEME,https://jinsmeme.com/,Wow! Works,ブランド
藍森山,https://aimoriyama.com/,Wow! Works,ブランド
よんなな -Yonnana-,https://yonnana.today/,Wow! Works,メディア
WELLZ UNITED,https://www.wellz-united.jp/,Wow! Works,医療
CRISP REPLENISH,https://replenish.crispsaladworks.com/,Wow! Works,飲食
積奏バターサンド 公式オンラインショップ,https://seki-sou.com/,Wow! Works,EC
平戸城 懐柔櫓,https://www.castlestay.jp/,Wow! Works,観光
オフィス12（ジュウニ）,https://12-office.com/,Wow! Works,不動産
株式会社アイ・クルール 採用サイト,https://i-couleur.co.jp/color12/,Wow! Works,採用
寒川神社,http://samukawajinjya.jp/,Wow! Works,観光
育てるタオル 公式サイト,https://sodaterutowel.com/,Wow! Works,EC
ENJOY! GREEN GUIDE（東急グリーンリゾート）,https://www.tokyu-green-resort.com/,Stock（pulp+style）,観光
いなべ阿下喜ベース,https://inabe-ageki-base.com/,Stock（pulp+style）,観光
めおと（ふたりで楽しむ暮らしのギフト）,https://meoto.jp/,Stock（pulp+style）,EC
CLEND,https://clend.jp/,Stock（pulp+style）,ブランド
星野リゾート 採用サイト,https://hoshinoresorts.com/jp/recruit/,Stock（pulp+style）,採用
安藤七宝店,https://www.ando-shippo.co.jp/,Stock（pulp+style）,ブランド
Worker's Resort,https://www.workersresort.com/,Stock（pulp+style）,メディア
さくら不動産,https://sakurafudousan.jp/,Stock（pulp+style）,不動産
KINS,https://yourkins.com/,Stock（pulp+style）,EC
ねこねこ薬局,https://nekoneko-pharmacy.com/,Stock（pulp+style）,医療
東海汽船グループ10周年記念特設サイト,https://www.tokaikisen.co.jp/tokaikisen-group10th/,Stock（pulp+style）,コーポレート
ポニーキャニオン,https://www.ponycanyon.biz/,Stock（pulp+style）,コーポレート
株式会社FURAZOA 採用特設サイト,https://furazoa.com/recruit/,Stock（pulp+style）,採用
株式会社Join to enjoy,https://jointoenjoy.co.jp/,Stock（pulp+style）,コーポレート
フーディソン,https://foodison.jp/,Stock（pulp+style）,BtoB
戸田建設株式会社 新卒採用サイト,https://www.toda.co.jp/recruit/fresh/,Stock（pulp+style）,採用
CRAFT HOME,https://craftcorp.jp/,Stock（pulp+style）,不動産
Analogue Foundation,https://analoguefoundation.com/ja/,Stock（pulp+style）,ブランド
サントリー白州の森,https://www.suntory.co.jp/factory/hakushu-sanctuary/,Stock（pulp+style）,ブランド
PARK（SmartHRユーザーコミュニティ）,https://park-community.smarthr.jp/,Stock（pulp+style）,BtoB
福井銀行アプリ,https://www.fukuibank.co.jp/lp/fbkapp/,LP advance,金融
ちゅうぎんアプリ,https://www.chugin.co.jp/inbanhelp/lp/chuginapp/,LP advance,金融
都道府県民共済グループ,https://www.kyosai-cc.or.jp/yakusoku/campaign.html,LP advance,金融
カラムーチョ・すっぱムーチョ（湖池屋）,https://mucho.koikeya.co.jp/,LP advance,食品
ピュアポテト（湖池屋）,https://purepotato.koikeya.co.jp/,LP advance,食品
湖池屋プライドポテト,https://koikeya-pridepotato.jp/,LP advance,食品
ドンタコス（湖池屋）,https://dontacos.koikeya.co.jp/,LP advance,食品
東海環境株式会社,https://tkg-sanpai.com/,LP advance,BtoB
#ラブなポッキー,https://cp.pocky.jp/2026-heart/,LP advance,食品
曽田香料植物研究所,https://soda-garden.studio.site/,LP advance,BtoB
武蔵野銀行アプリ,https://www.musashinobank.co.jp/lp/bank_app/,LP advance,金融
FABRIC TOKYO,https://fabric-tokyo.com/lp/tokyo_suit-jersey,LP advance,EC
社会福祉法人北叡会,https://hokueikai.or.jp/,ストックデザイン（オルトベース）,福祉
Therapist Infinity,https://infinity-therapist.com/,ストックデザイン（オルトベース）,医療
弁護士法人三角総合法律事務所,https://misumi-law.com/,ストックデザイン（オルトベース）,士業
早川総合法律事務所,https://hayakawa-lawoffice.com/,ストックデザイン（オルトベース）,士業
六本松MI歯科,https://6mi-dental.com/,ストックデザイン（オルトベース）,医療
Agu. hair salon 採用サイト,https://agu-hair.com/recruit_/,ストックデザイン（オルトベース）,採用
アルファテックス株式会社,https://www.alfa-teccs.co.jp/,ストックデザイン（オルトベース）,BtoB
株式会社咲楽（もしやど）,https://moshiyado.com/,ストックデザイン（オルトベース）,観光
ROBOT PAYMENT 採用サイト,https://www.robotpayment.co.jp/recruit/,ストックデザイン（オルトベース）,採用
一般社団法人ツナグ,https://tsunagu-shadan.com/strength/,ストックデザイン（オルトベース）,福祉
社会福祉法人舟伏,https://www.funabuse.or.jp/,ストックデザイン（オルトベース）,福祉
桑原記念病院,https://www.all-souai.or.jp/kinen/10_pci/index.html,ストックデザイン（オルトベース）,医療
湯浅建設株式会社,https://www.yuasakensetsu.com/,ストックデザイン（オルトベース）,建設
マルイシ税理士法人,https://maruishi-tax.jp/,ストックデザイン（オルトベース）,士業
株式会社双葉金属,https://www.futabam.co.jp/,ストックデザイン（オルトベース）,BtoB
ジェイエムシー株式会社,https://www.jmc-ltd.co.jp/,ストックデザイン（オルトベース）,BtoB
株式会社TVer 採用サイト,https://recruit.tver.co.jp/,ストックデザイン（オルトベース）,採用
マイクロ波化学株式会社,https://mwcc.jp/,ストックデザイン（オルトベース）,BtoB
ゆとりび家計簿,https://yutoribi.com/,Web Design Clip [L],金融
未来の商業施設ラボ（ジェイアール東日本企画）,https://www.jeki.co.jp/field/mirai_lab/,Web Design Clip [L],BtoB
佐賀市へ #連れ帰省,https://atarimae-kanko.com/tsurekisei/,Web Design Clip [L],観光
原宿可愛夜市 KAWAII夜市 vol.1,https://kawaii-yoichi.com/,Web Design Clip [L],イベント
ULTIMUNE with LISA（資生堂）,https://brand.shiseido.co.jp/ultimune-promotion26-lisa.html,Web Design Clip [L],ブランド
